index,_id,AREA_ID,AREA_ATTR_ID,PARENT_AREA_ID,AREA_SHORT_CODE,AREA_LONG_CODE,AREA_NAME,AREA_DESC,X,Y,LONGITUDE,LATITUDE,OBJECTID,Shape__Area,Shape__Length,geometry,Cost_of_Bike,Bike_Speed,Freq,Kmeans_Cluster,DBSCAN_Cluster
0,11481,2480141,26005521,,96,96,Casa Loma (96),Casa Loma (96),,,,,17545105,3678384.523,8214.176485,"POLYGON ((-79.41469317817781 43.6739104164259, -79.41484930122832 43.6743388247927, -79.41552791260941 43.67606998537741, -79.4157867581137 43.6767302521386, -79.4164385645546 43.6783329020511, -79.4165782543862 43.6787785512344, -79.4167583944682 43.6792484522149, -79.41698203537291 43.6798247440047, -79.4170902471251 43.6801047004014, -79.4174797570886 43.681051830379, -79.41766662951579 43.6815699096212, -79.4176976020857 43.68163169892501, -79.41781165603879 43.6819252777403, -79.4181213711598 43.6827105222857, -79.4182734938897 43.6830961662335, -79.418301440907 43.683167503583, -79.4184313411692 43.6834966841996, -79.4184870757371 43.6836294842548, -79.4185410795905 43.6837582054538, -79.4184092922561 43.683786393574, -79.4182955283344 43.6834937157887, -79.4154265333151 43.684065660547, -79.4135200432832 43.6844456915062, -79.41340878615959 43.6844695957643, -79.4134686959176 43.6846245536214, -79.4124643275333 43.6848288476745, -79.41189600096941 43.6849418545125, -79.41260206563391 43.6866857692443, -79.4128218223812 43.687229039671, -79.41227318608949 43.687340632143, -79.4123095851789 43.6874306640936, -79.4124449310775 43.6877690817767, -79.4125749764611 43.6881026705283, -79.4126022442033 43.68820308289101, -79.41262623554439 43.6883388768546, -79.412631283351 43.6884334123732, -79.4126432068819 43.6885168725437, -79.4126690850027 43.6886690142942, -79.4121798023448 43.6887725684515, -79.41213174503589 43.688782747996, -79.4094911620232 43.6893416576956, -79.40951591419319 43.6894373160946, -79.4079543147094 43.6897847976179, -79.40640260198469 43.6900806794424, -79.4048987011668 43.6903958607535, -79.4030176369546 43.6907821281771, -79.4030622386805 43.6907397518989, -79.40308458991601 43.6906872662864, -79.4030847025454 43.6906327275232, -79.40233853963132 43.6887211977866, -79.40149548997439 43.6866406966408, -79.401126389152 43.6857160700657, -79.400841057476 43.6850272500519, -79.4005303647662 43.6843098010236, -79.40020929499821 43.6835267044631, -79.4001688947727 43.6834159800984, -79.39980353020439 43.6825434875815, -79.39921542265969 43.6811276314469, -79.39906544465239 43.6807665464922, -79.3989394746847 43.6804604265612, -79.39873316203651 43.679962228305, -79.3985629657772 43.6795542728627, -79.3983515160598 43.6790391648102, -79.3981409020124 43.6785307360415, -79.3980121612171 43.6782038734666, -79.3979440512351 43.6780262977103, -79.3979313672526 43.6779949618024, -79.397997906573 43.6779648847871, -79.39810766305662 43.6779154844303, -79.3982178162304 43.6778660843208, -79.3983283660932 43.6778166844575, -79.3984396598895 43.6777672941492, -79.3985509707706 43.677722377402, -79.39866305797811 43.6776729695768, -79.3987751498381 43.6776280623042, -79.39888799806091 43.67758315559031, -79.3990012429834 43.6775382491152, -79.399114879728 43.6774888512157, -79.3992025285702 43.6774574239244, -79.3992901799736 43.6774169952501, -79.3993786050701 43.6773810678483, -79.39946742691269 43.6773451497281, -79.3995566132194 43.6773137235166, -79.3996462037999 43.6772777969312, -79.39973578185651 43.6772418792657, -79.3998261336784 43.6772104448643, -79.3999168946437 43.6771790287522, -79.40000761833819 43.6771475945326, -79.40009913565321 43.6771161699357, -79.4001906603179 43.6770802536138, -79.4002825618979 43.6770488292052, -79.4003752372778 43.6770218970549, -79.40046791256 43.6769949738305, -79.4005609796537 43.6769635502124, -79.4006540144064 43.6769366361508, -79.40074786265342 43.6769052040578, -79.4008416959652 43.6768827821947, -79.4009359160751 43.6768513592708, -79.40103051815569 43.6768289379187, -79.40113949141271 43.6767930269395, -79.40124844475712 43.6767616164984, -79.4013577948506 43.6767302062957, -79.4014675168886 43.6766987963088, -79.401577635645 43.6766674045606, -79.4016877469976 43.6766404773541, -79.40179824266779 43.6766135773755, -79.401909142447 43.6765821679758, -79.4020200223858 43.6765552591109, -79.4021313064015 43.6765238498247, -79.4022429725496 43.6765014420761, -79.4023546335109 43.6764745335542, -79.4024666788314 43.6764476252511, -79.40257872405191 43.6764207168379, -79.4026915556349 43.6763983006426, -79.40280397271999 43.67637139232491, -79.402883149386 43.6763541860873, -79.4029167917251 43.6763489758964, -79.4030299826882 43.6763265686732, -79.4031435776805 43.6762996520191, -79.4049670168388 43.6759208047062, -79.40733381494179 43.675429007407, -79.407847991862 43.67532218132661, -79.4113608949251 43.6745959152122, -79.4121860970333 43.6744315128604, -79.4137161812489 43.6741115018232, -79.4146748682077 43.6739143093347, -79.41469317817781 43.6739104164259))",1433.028986,13.07246377,69,0,-1
1,11482,2480140,26005520,,95,95,Annex (95),Annex (95),,,,,17545121,5337191.848,10513.88314,"POLYGON ((-79.39414141343561 43.6687202679382, -79.3958757476091 43.6683327872883, -79.3973807918684 43.668033224743, -79.3983645780234 43.66783162768181, -79.3998364772234 43.6675168810616, -79.4015389554648 43.6671618623125, -79.402707177037 43.6669054424105, -79.40387073789771 43.6666572968676, -79.4045186458487 43.6665237649929, -79.4053548050114 43.6663588807864, -79.40627412065901 43.6661649573509, -79.4066729949202 43.66607847481231, -79.4074731068106 43.6659145898168, -79.4086808432393 43.6656765845221, -79.4093189488455 43.66552511392531, -79.4099926645823 43.6653891771101, -79.4105942098506 43.6652543860771, -79.4112129935224 43.6651157436919, -79.4118130042956 43.66500054996001, -79.41184383498781 43.6649968651891, -79.4124373411605 43.6648850116589, -79.4136497797888 43.6646169739641, -79.4148585870861 43.6643400993797, -79.4159919849957 43.664088279343, -79.41611388576391 43.6640686289254, -79.4172180864183 43.6638340668632, -79.4184165452952 43.6635847542299, -79.4185749266626 43.6639476121435, -79.4187910616523 43.6644427765295, -79.4194678903403 43.6661734563983, -79.41959222042099 43.6664913270744, -79.41962411565081 43.6665728836007, -79.4197503493412 43.6669057876501, -79.4197598886166 43.66693092607311, -79.4199344385559 43.6673912326806, -79.4202018740129 43.6681186284082, -79.4202921907297 43.6683389450293, -79.4206411433447 43.6692539301546, -79.4209328357795 43.6700119002877, -79.42109077798381 43.6704220379872, -79.4212268473226 43.6707753439821, -79.4215441457993 43.6716221640964, -79.4218530859693 43.672418480052, -79.4218189621437 43.6724249826802, -79.41962559707061 43.672878334523, -79.4171051955429 43.6733996015884, -79.4167493380795 43.6734732078467, -79.41469317817781 43.6739104164259, -79.4146748682077 43.6739143093347, -79.4137161812489 43.6741115018232, -79.4121860970333 43.6744315128604, -79.4113608949251 43.6745959152122, -79.407847991862 43.67532218132661, -79.40733381494179 43.675429007407, -79.4049670168388 43.6759208047062, -79.4031435776805 43.6762996520191, -79.4030299826882 43.6763265686732, -79.4029167917251 43.6763489758964, -79.402883149386 43.6763541860873, -79.40280397271999 43.67637139232491, -79.4026915556349 43.6763983006426, -79.40257872405191 43.6764207168379, -79.4024666788314 43.6764476252511, -79.4023546335109 43.6764745335542, -79.4022429725496 43.6765014420761, -79.4021313064015 43.6765238498247, -79.4020200223858 43.6765552591109, -79.401909142447 43.6765821679758, -79.40179824266779 43.6766135773755, -79.4016877469976 43.6766404773541, -79.401577635645 43.6766674045606, -79.4014675168886 43.6766987963088, -79.4013577948506 43.6767302062957, -79.40124844475712 43.6767616164984, -79.40113949141271 43.6767930269395, -79.40103051815569 43.6768289379187, -79.4009359160751 43.6768513592708, -79.4008416959652 43.6768827821947, -79.40074786265342 43.6769052040578, -79.4006540144064 43.6769366361508, -79.4005609796537 43.6769635502124, -79.40046791256 43.6769949738305, -79.4003752372778 43.6770218970549, -79.4002825618979 43.6770488292052, -79.4001906603179 43.6770802536138, -79.40009913565321 43.6771161699357, -79.40000761833819 43.6771475945326, -79.3999168946437 43.6771790287522, -79.3998261336784 43.6772104448643, -79.39973578185651 43.6772418792657, -79.3996462037999 43.6772777969312, -79.3995566132194 43.6773137235166, -79.39946742691269 43.6773451497281, -79.3993786050701 43.6773810678483, -79.3992901799736 43.6774169952501, -79.3992025285702 43.6774574239244, -79.399114879728 43.6774888512157, -79.3990012429834 43.6775382491152, -79.39888799806091 43.67758315559031, -79.3987751498381 43.6776280623042, -79.39866305797811 43.6776729695768, -79.3985509707706 43.677722377402, -79.3984396598895 43.6777672941492, -79.3983283660932 43.6778166844575, -79.3982178162304 43.6778660843208, -79.39810766305662 43.6779154844303, -79.397997906573 43.6779648847871, -79.3979313672526 43.6779949618024, -79.39788853436281 43.6780142943828, -79.3977795512042 43.6780682048796, -79.397671319664 43.6781175972839, -79.397563894062 43.67816700831, -79.3974560560976 43.6782254111802, -79.3973493866807 43.6782748136808, -79.3958088314622 43.6789799421746, -79.39322377274441 43.6801656402164, -79.39140542941099 43.6809695537531, -79.39119482591801 43.681081122778, -79.39098750704559 43.6805563827754, -79.3907280054749 43.6798995612078, -79.3904324955443 43.6791457693062, -79.39004199012339 43.6782092304908, -79.389901577034 43.6778535163201, -79.38970321398629 43.6773807649293, -79.3895947708295 43.6770962005895, -79.3895728256234 43.6770385979586, -79.3895318905153 43.6769620472002, -79.3892769265621 43.6763365329012, -79.3892382459136 43.6762416755279, -79.3890952795762 43.6758699894289, -79.3889871333684 43.675588827225, -79.3889315871824 43.6754402514753, -79.38887253977791 43.6753006826135, -79.3886965650005 43.6748819499576, -79.3878664707012 43.6728738435857, -79.38780826423 43.6726982606347, -79.38758403480369 43.67216246146891, -79.3875034893716 43.6719238470856, -79.3872201456206 43.6712979756695, -79.3871557545515 43.671122386236, -79.38678806797969 43.6702263995055, -79.38740762999279 43.6700995075987, -79.3880184064428 43.6699744129918, -79.3895075819499 43.6696690607853, -79.3905851430825 43.6694474763638, -79.3910266247775 43.6693583348417, -79.39414141343561 43.6687202679382))",1087.435294,14.43193277,595,1,-1
2,11483,2480139,26005519,,109,109,Caledonia-Fairbank (109),Caledonia-Fairbank (109),,,,,17545137,2955857.488,6849.911724,"POLYGON ((-79.4602100514917 43.6815584573051, -79.46043992597022 43.6819014600604, -79.4607480860619 43.6823669340715, -79.46108170382411 43.6828684931343, -79.4611177222462 43.682927004904, -79.46115295932729 43.6829855253976, -79.4611874179723 43.6830395449606, -79.46122150167589 43.6830980740415, -79.461254404242 43.6831610943647, -79.46128654366591 43.6832151041088, -79.4612985347611 43.6832389166322, -79.4613182928553 43.6832781240217, -79.4613492511873 43.6833366430032, -79.4613790808752 43.6833951615943, -79.46140848890701 43.6834536800348, -79.4614371403963 43.6835121892105, -79.46146500764171 43.68357520776971, -79.4614921088197 43.6836337164078, -79.4615184381623 43.6836967254333, -79.46154398901962 43.6837552335359, -79.4615687585046 43.6838137503708, -79.4615927437554 43.6838767585891, -79.4616155631315 43.68393976641011, -79.4616384102188 43.6839982915838, -79.4616600761707 43.6840612900062, -79.4616809607307 43.6841243151659, -79.4617010916008 43.6841828124107, -79.4617200413084 43.6842458189109, -79.4617386189438 43.6843088342841, -79.4617568025695 43.6843673398667, -79.4617738174269 43.6844303637112, -79.46178966354501 43.6844978608116, -79.4618051308869 43.6845563744779, -79.4618198387852 43.6846193885413, -79.46183375288901 43.6846823933359, -79.4619673792145 43.6852089693017, -79.46223107541471 43.6862479693932, -79.46247732126869 43.6872182830188, -79.4626973172217 43.6880850544155, -79.462712378275 43.6881615703926, -79.4627282360312 43.6882335859758, -79.46274525704909 43.6883101025857, -79.46276265302011 43.6883821276649, -79.4627812122677 43.6884586447685, -79.4628001712847 43.6885306613476, -79.4628202935823 43.6886071789516, -79.46284116297529 43.6886791961434, -79.4628628387073 43.6887512135926, -79.46288528078711 43.688827740937, -79.46290849478051 43.688899758875, -79.4629324999454 43.6889762777141, -79.46295727701499 43.6890483051485, -79.46298322018012 43.6891203149517, -79.46300952312779 43.68919234286711, -79.46303663243989 43.6892643620349, -79.4630648926798 43.6893408822172, -79.4630935402933 43.6894129018667, -79.46312295705491 43.68948493075761, -79.463152001754 43.68955695051881, -79.4631984709188 43.6896559797803, -79.4632457065767 43.6897595099171, -79.46329373903551 43.6898585486402, -79.463342540749 43.6899575785869, -79.4633920993106 43.69005660875341, -79.46344245466651 43.6901511475037, -79.4634935738212 43.69025467877101, -79.4635454773786 43.6903537096147, -79.4635981405214 43.6904482400261, -79.46365158260961 43.6905472803096, -79.4637054094289 43.6906463116872, -79.46376041488681 43.6907453434114, -79.46381580778269 43.6908398745814, -79.46387196725451 43.6909389066139, -79.4639292956707 43.6910334383374, -79.463987006127 43.6911324707995, -79.46404551337911 43.6912270028329, -79.4641047500189 43.6913260447134, -79.4641647834641 43.6914205681606, -79.4642252264579 43.6915151007042, -79.46428682330981 43.6916096335747, -79.4643491770637 43.6917041666465, -79.46441192531449 43.6918032004534, -79.4646206444876 43.6921556119541, -79.46445631344361 43.6922186330492, -79.4642226117244 43.6923034963615, -79.4639980919643 43.6924044654034, -79.4636409981736 43.6925853414089, -79.4634738907905 43.6926816019838, -79.46343040663351 43.6927081418988, -79.4633480020463 43.6927429865202, -79.46326331377611 43.69277949558751, -79.4630531790546 43.6928428599805, -79.4629024588057 43.6928765210115, -79.462814269771 43.6928962051905, -79.46221433961129 43.6930301367326, -79.46098437208499 43.69330374991791, -79.46082626187309 43.6933473071086, -79.459678651644 43.6936055692161, -79.45852825390752 43.6938441239507, -79.4577820644018 43.6940191329582, -79.4573849344786 43.6941122659848, -79.4571874369648 43.6941486654206, -79.45623444722671 43.694362796301, -79.4558943427765 43.6944369892425, -79.45509884037391 43.6946256796453, -79.45395632350321 43.6948756410611, -79.4534979519906 43.6949787813246, -79.4527988449702 43.6951455317284, -79.452329792854 43.6952425870208, -79.4515724271389 43.6954181088667, -79.4512019917582 43.695476198675, -79.45027898054541 43.6956920028916, -79.4501223671671 43.6953196773199, -79.45011996517979 43.6953139604526, -79.44975232946319 43.6944399631275, -79.4489548896469 43.6925461788247, -79.44880573415101 43.6921756998397, -79.4483050684789 43.6909550787986, -79.44808791064359 43.6903913731468, -79.4474196810653 43.6887396983766, -79.4473752980887 43.6886118504827, -79.446876884266 43.6874078578688, -79.4468204169228 43.6872714708781, -79.4466345427482 43.6867935770778, -79.44642252181291 43.6862484579434, -79.4461172265153 43.6855663935808, -79.4457702344156 43.6847082519895, -79.4462755077827 43.6845974594592, -79.4467941529373 43.6844837274905, -79.447299794039 43.6843736236999, -79.4478317213206 43.6842577958369, -79.44836881954831 43.6841411127076, -79.44900188662251 43.6840036048763, -79.4501973869048 43.68374376014421, -79.45140276630789 43.6834790103852, -79.4525964852553 43.68321825765181, -79.45317770346281 43.6830918037724, -79.4557362776309 43.6825350479826, -79.45634508401091 43.6824025667854, -79.456933878502 43.6822742604143, -79.4576294278904 43.6821226142227, -79.4582957235463 43.6819764979335, -79.45892591775819 43.6818383129484, -79.4594851281424 43.6817164547321, -79.4602100514917 43.6815584573051))",1503.428571,16.14285714,7,0,-1
3,11484,2480064,26005444,,64,64,Woodbine Corridor (64),Woodbine Corridor (64),,,,,17545153,3052518.035,7512.966773,"POLYGON ((-79.3148508769594 43.6667397736822, -79.31660242955981 43.6663600585438, -79.31691770186021 43.6671616465668, -79.3172439282238 43.6679317374614, -79.31757755342511 43.668701848131, -79.3176524011752 43.668890455401, -79.318054793294 43.66990423217, -79.3183863164117 43.6707328364946, -79.3193098705779 43.6729080301073, -79.3202036570495 43.6750652109883, -79.3203009920264 43.6753371588981, -79.32051247222761 43.6758425371793, -79.3208015484667 43.676533346828, -79.3214539403503 43.6781392304249, -79.3214656740587 43.6781681159698, -79.3218411831007 43.6791093392087, -79.3221468349865 43.6798254195792, -79.32245878747089 43.6805145138963, -79.3227357924912 43.6812215557119, -79.32302294053871 43.6819106098548, -79.3234175630036 43.6828426395556, -79.3234237466543 43.6828572222253, -79.32363917636179 43.6833660026582, -79.32118989472519 43.6838653076099, -79.32089149340102 43.6839443039729, -79.3202044834857 43.6840837898441, -79.3192406072272 43.6842866803646, -79.3182215630686 43.6845233379427, -79.31766962491059 43.684626991055, -79.31717686492792 43.6847380182191, -79.31622674449549 43.6849462700767, -79.3152717667205 43.6851507796388, -79.3140868253538 43.6854047926562, -79.31277895814911 43.6856848219068, -79.3126049966159 43.685261826636, -79.3122133055362 43.6843094939034, -79.31184244044989 43.6834243527039, -79.3115047398809 43.682602598062, -79.31130824270861 43.682141496894, -79.31108929377299 43.6816386191771, -79.3107549368719 43.6807933471664, -79.31002764358909 43.679037848037, -79.30967162600231 43.67818420125921, -79.3093000993731 43.6772652678307, -79.3089611845959 43.6764609653287, -79.3088009728868 43.6760676549165, -79.3084994942636 43.6753274578778, -79.30792662072589 43.6739285196368, -79.30908700431731 43.6728691085662, -79.30987271025739 43.6721998194559, -79.3099820007872 43.6720739826367, -79.31002995403099 43.6720194062952, -79.3100609562382 43.6719841096102, -79.31012826348061 43.6719032005028, -79.31020218553719 43.6718088093515, -79.31037211124899 43.6715030553038, -79.3108059970431 43.6706887671629, -79.3108297480442 43.6706441868928, -79.3109869847688 43.6703452608784, -79.31118216876131 43.6699741706634, -79.3113131090242 43.6697358516764, -79.31164330566661 43.6691108128791, -79.311877528411 43.6686926547505, -79.3121300480302 43.6681918399585, -79.3122109887094 43.6680312991972, -79.3124761046539 43.6675054895726, -79.3125468897437 43.66734832539581, -79.31256393368361 43.6673104397326, -79.3125935636311 43.6672446525683, -79.31355684070159 43.6670302047531, -79.3148508769594 43.6667397736822))",964.7647059,11.88235294,85,0,-1
4,11485,2480063,26005443,,103,103,Lawrence Park South (103),Lawrence Park South (103),,,,,17545169,6211340.617,13530.37,"POLYGON ((-79.4109578382597 43.7040828230148, -79.4116455422306 43.7039393542394, -79.41207531715349 43.7038451812324, -79.41323193880839 43.7036120588724, -79.41388392927379 43.7034730411394, -79.4143935713587 43.7033564073564, -79.4149462588661 43.7032443039748, -79.41550437290761 43.7031187000137, -79.41596241848529 43.7030290339104, -79.41607413923209 43.7034259823091, -79.41619046662829 43.703839325273, -79.4164072049129 43.70466757434041, -79.4165040501842 43.7050051659231, -79.4165863973345 43.7054192576532, -79.416773467249 43.7061394598702, -79.41689291764919 43.7066706128444, -79.41695084464909 43.7068461707437, -79.41703319752661 43.7070172547057, -79.4170993146943 43.7071568133792, -79.416224264715 43.7073587039924, -79.41627345049361 43.7074037553856, -79.4163466023827 43.7074983132849, -79.41641702455919 43.7076018794115, -79.4164920624544 43.7077504462147, -79.4165793844204 43.7079710320895, -79.4166733020713 43.7081961323335, -79.4170296035977 43.7091010280266, -79.4173693187273 43.7099474202463, -79.41770364255569 43.7105057489481, -79.41932923256751 43.7099545900674, -79.41953594633161 43.7104590497163, -79.41989300437039 43.7113414244983, -79.4202453777429 43.7122084116016, -79.4206140642962 43.7130964717708, -79.4211169069718 43.7141950277316, -79.42154585906491 43.7152995884248, -79.421962962243 43.7163758752606, -79.4222178139707 43.7170306293103, -79.4204767774241 43.717376447695, -79.41846179813039 43.7177770601179, -79.4172620544191 43.718013083995, -79.415178530486 43.7184281438822, -79.4146725603035 43.7185269251021, -79.41349969469481 43.7187617863581, -79.41420442771449 43.7225661466202, -79.4132032476566 43.7227983520145, -79.41210874861029 43.7230315480598, -79.41134556861689 43.7231884984833, -79.4100279957042 43.7234620069555, -79.408794978241 43.7237310581024, -79.40712043014912 43.7240627467215, -79.40561032146459 43.7243855634563, -79.40455415588551 43.7246096994965, -79.403571733457 43.7248418451022, -79.40317787117711 43.7249162134681, -79.40219529075661 43.7251018016709, -79.4007316108007 43.7254106236777, -79.40001356801849 43.7255721101912, -79.3993076112863 43.7257258617689, -79.39920425541941 43.7257483727905, -79.39885711986921 43.7258336139467, -79.39756937430651 43.7260901907426, -79.3972468075316 43.7261481572549, -79.396400546443 43.7263424952609, -79.3960955742829 43.726395262749, -79.3951531972852 43.7265970741411, -79.3939701210133 43.7268586299909, -79.39199415852509 43.7272577581667, -79.3900765118486 43.7276821657247, -79.3898944086677 43.7267875193265, -79.3898757841098 43.7266960037814, -79.3896602348663 43.7256736510194, -79.389643320365 43.7255908052651, -79.38946089198841 43.724697678745, -79.38948940127371 43.7246845915009, -79.38953407859741 43.7246672532868, -79.3895721847783 43.7246527711024, -79.3896047003778 43.7246411369, -79.3896550235134 43.72462462320441, -79.3892582566889 43.7236933218423, -79.38925068627221 43.7236794705932, -79.38904604640361 43.7226822851863, -79.3888329629744 43.7216707340373, -79.3887797043662 43.7214101501047, -79.388293691005 43.7190808277435, -79.3884388411001 43.7190503472441, -79.39415696539101 43.7178901318897, -79.39769141769391 43.7171587396926, -79.3987725922163 43.7169370202381, -79.3991240839222 43.7168655099604, -79.4004817478359 43.7166058976816, -79.4004429028346 43.7163741895237, -79.4002312833931 43.71545513868621, -79.40010896802282 43.7149488281025, -79.4000373048957 43.7145658158947, -79.399839550621 43.71365207790841, -79.4016618483891 43.71328779493491, -79.4037509495414 43.7128395820608, -79.4057220268552 43.7124182104668, -79.40594003499071 43.7123778753874, -79.4075809936861 43.7120146717806, -79.4092894271658 43.7116424968944, -79.4114912262757 43.7111851495192, -79.4111321802948 43.71032974172841, -79.4107848105792 43.7094563392613, -79.4104355409879 43.7085739508505, -79.4104073118886 43.7085154204805, -79.41035828287541 43.708375844369, -79.4102717064919 43.7081777575178, -79.410214653342 43.707952689979, -79.41016032581651 43.7077141136384, -79.40996722364549 43.7069038743372, -79.4097462469846 43.7060845933138, -79.4097552706891 43.70600810762231, -79.4097386967554 43.7059315747149, -79.4096954242324 43.7058280258967, -79.4096214839762 43.7057379547261, -79.4095363486162 43.7056253714632, -79.4094321504662 43.705548787128, -79.4093004059341 43.705481173115, -79.4091581882579 43.7054225609017, -79.4090318529325 43.7053639521503, -79.4089725922498 43.705323399241, -79.4089102364876 43.7052783521985, -79.4088149622126 43.70519276413181, -79.40871707890339 43.705044173982, -79.4086401540641 43.7048865902218, -79.4085698604314 43.7046930156115, -79.4085161050218 43.7045984592142, -79.40962195234449 43.704360814127, -79.4109578382597 43.7040828230148))",1053.619718,17.73239437,71,0,0
